model,runs,auroc_mean,auroc_std,average_precision_mean,average_precision_std,balanced_accuracy_mean,balanced_accuracy_std,elapsed_seconds_mean,elapsed_seconds_std
ae,3,0.45660512539909925,0.01634690707721953,0.9533404745648786,0.0020909148964146675,0.5105179968441056,0.008553903354137327,205.55653076669356,27.880704804097544
ganomaly,3,0.5636356797318179,0.015000352045092785,0.9655117738604376,0.0013289618079390798,0.5484110153982799,0.01259660241371576,572.3262260333091,107.12034276847386
vae,3,0.450585582215611,0.0015534935821544446,0.9526077690069148,0.00018763587839604808,0.5064157137444972,0.001818393917427812,221.3853777666809,17.401928322216822
